-999,9467999999999  0,059180144594960384  -1823,2334663548381  0,10823209388370565  -0,21786683650457017
-996,6789999999999  0,05981028821817724  -1817,253003679286  0,03856379779520717  -0,2415018047919883
-993,4111999999999  0,06044571392211917  -1811,2725384940227  -0,035372118333627425  -0,24329925434885952
-990,1433999999999  0,061086435228576104  -1805,2920710736234  -0,1068569210834709  -0,22286326221505637
-986,8755999999998  0,06173246421101507  -1799,3116016903684  -0,16932509642759838  -0,18182814944556736
-983,6077999999999  0,06238381143532884  -1793,3311306140777  -0,21696684873982347  -0,12373034382575439
-980,3399999999999  0,06304048589959546  -1787,3506581119657  -0,24526777750817516  -0,053704778332991414
-977,0721999999998  0,0637024949728716  -1781,3701844485265  -0,25143566155986896  0,021968228622777676
-973,8043999999999  0,06436984433305618  -1775,3897098853326  -0,23467408992068015  0,09642570120541881
-970,5365999999999  0,06504253790383209  -1769,4092346809387  -0,19627627807245218  0,16284397615465399
-967,2687999999999  0,06572057779073605  -1763,4287590907074  -0,13952859277272242  0,21506359429154864
-964,0009999999999  0,066403964216379  -1757,4482833666561  -0,06943062284628089  0,24815993396911698
-960,7331999999999  0,06709269545485126  -1751,467807757329  0,00774449649173279  0,2589067751700229
-957,4653999999999  0,06778676776536528  -1745,4873325075855  0,08501092189287593  0,24608923366187443
-954,1975999999999  0,06848617532515401  -1739,5068578585015  0,15530202005748633  0,21063584189595588
-950,9297999999999  0,06919091016169358  -1733,526384047178  0,2121162504824693  0,15555579848707643
-947,6619999999999  0,06990096208428394  -1727,545911306587  0,2501180222914466  0,08568510377714063
-944,3941999999998  0,07061631861504422  -1721,5654398654  0,26563804279389036  0,007262839367320916
-941,1263999999999  0,07133696491937298  -1715,584969947855  0,2570263021536787  -0,0726253738068096
-937,8585999999999  0,07206288373594455  -1709,604501773529  0,22482384722723459  -0,14668715504054755
-934,5908  0,07279405530628179  -1703,6240355572272  0,17173574244210524  -0,20808865916753053
-931,3229999999999  0,07353045730399285  -1697,643571508785  0,1024056420750378  -0,25108473027086314
-928,0551999999999  0,07427206476372913  -1691,663109832893  0,023010573464704264  -0,2715558474283965
-924,7873999999999  0,07501885000993816  -1685,6826507289527  -0,05928880928351988  -0,2674017335465134
-921,5195999999999  0,07577078258550184  -1679,702194390842  -0,13699363902952827  -0,23875411085664922
-918,2517999999999  0,07652782918031874  -1673,7217410067956  -0,2029497882844744  -0,1879872671635123
-914,9839999999999  0,07728995355994081  -1667,741290759197  -0,2510061960983066  -0,1195233997182111
-911,7161999999998  0,07805711649433951  -1661,7608438243951  -0,2765880229693894  -0,03944847328128219
-908,4483999999999  0,07882927568689935  -1655,780400372551  -0,27713127104660595  0,04502815002853202
-905,1805999999999  0,07960638570374866  -1649,7999605673951  -0,2523376546248171  0,1262223980210928
-901,9128  0,08038839790351074  -1643,8195245660972  -0,2042245557034694  0,19667416899845097
-898,6449999999999  0,08117526036760593  -1637,8390925190513  -0,1369634200761001  0,24983250775001975
-895,3771999999999  0,0819669178312062  -1631,8586645696819  -0,05651926854686443  0,28066437271968386
-892,1093999999999  0,08276331161496076  -1625,8782408542816  0,0298776478070449  0,2861304558701834
-888,8415999999999  0,08356437955762845  -1619,8978215017623  0,11438132274815367  0,26548313046973654
-885,5737999999999  0,08437005594972422  -1613,917406633515  0,18924230270272632  0,22035745237566606
-882,3059999999999  0,085180271468335  -1607,936996363182  0,24751818529430564  0,15464481697408672
-879,0381999999998  0,08599495311323117  -1601,9565907964654  0,28371718562783504  0,07415869263041082
-875,7703999999999  0,08681402414442316  -1595,9761900309222  0,29431513326350545  -0,013878994074073794
-872,5025999999999  0,08763740402130632  -1589,9957941557836  0,27809727307820375  -0,10148551979358074
-869,2348  0,08846500834356506  -1584,015403251703  0,23629182355740164  -0,1806410320593935
-865,9669999999999  0,08929674879397097  -1578,0350173905967  0,1724810130759673  -0,24402264018377262
-862,6991999999999  0,09013253308326552  -1572,0546366354135  0,0922955784002437  -0,28568174476334673
-859,4313999999999  0,09097226489728548  -1566,0742610399234  0,00291862535108478  -0,301601967041572
-856,1635999999999  0,09181584384650535  -1560,0938906485324  -0,08755751204981682  -0,2900853769671121
-852,8957999999999  0,09266316541819673  -1554,1135254960143  -0,1708638702512612  -0,2519299570534575
-849,6279999999999  0,09351412093136349  -1548,1331656073507  -0,23931060551053032  -0,19038002789564568
-846,3601999999998  0,09436859749467406  -1542,1528109974852  -0,28649682237259716  -0,11085201064968807
-843,0923999999999  0,09522647796757307  -1536,1724616711049  -0,3079089578777077  -0,020458534313021477
-839,8245999999999  0,09608764092477717  -1530,192117622446  -0,30135179456189654  0,07262738353473622
-836,5568  0,09695196062437893  -1524,211778835018  -0,2671709982506746  0,15991128264796384
-833,2889999999999  0,09781930697974738  -1518,2314452814308  -0,20824481549418544  0,23335253116163113
-830,0211999999999  0,09868954553547123  -1512,2511169231425  -0,12974353698945396  0,2861051557468642
-826,7533999999999  0,09956253744755586  -1506,2707937102298  -0,038676632539835026  0,31315596041419114
-823,4855999999999  0,10043813946810139  -1500,2904755811862  0,0567328637334121  0,3118004516364713
-820,2177999999999  0,10131620393471673  -1494,3101624626333  0,14779091519523455  0,28191142105362055
-816,9499999999999  0,10219657876487828  -1488,3298542691423  0,22612493785728302  0,2259736516585909
-813,6821999999999  0,1030791074555076  -1482,349550902969  0,284453898122749  0,14887943880294663
-810,4143999999999  0,10396362908800172  -1476,3692522538186  0,3172651941839338  0,05750152734869321
