-192,0  5,205455812812228e-33  -605,8637345338293  -6,453188863073694e-17  -3,226594431536744e-17
-190,5  4,424637440890394e-33  -601,3700144993186  -1,6132972157681237e-17  6,453188863073725e-17
-189,0  4,229432847909936e-33  -597,0269591766075  6,453188863073608e-17  -8,06648607884574e-18
-187,5  4,74997842919116e-33  -592,5489858719466  -2,4199458236524424e-17  -6,453188863073721e-17
-186,0  4,175103444590179e-33  -587,5285638882368  -6,453188863073646e-17  3,2770099695309922e-18
-184,5  7,970854213368723e-34  -584,3362335677016  2,823270127594723e-17  -1,162352049396807e-30
-183,0  2,3424551157655027e-33  -579,6238445873169  -2,4098085154042288e-32  -4,83989164730524e-17
-181,5  2,6027279064061145e-34  -574,9114556069322  -1,6132972157684134e-17  1,1859708066767909e-30
-180,0  8,328729300499568e-33  -570,9844647899449  6,453188863073666e-17  6,453188863073644e-17
-178,5  1,3534185113311795e-32  -566,46947136941  6,453188863074446e-17  -9,679783294609951e-17
-177,0  1,3534185113311795e-32  -561,7570823890254  -9,679783294610422e-17  -6,453188863073739e-17
-175,5  1,1712275578827514e-32  -557,1690484031875  -4,83989164730515e-17  9,679783294610525e-17
-174,0  1,5876640229077292e-32  -552,225568755607  9,679783294611346e-17  8,066486078841026e-17
-172,5  1,3013639532030573e-32  -548,0660209968148  1,6132972157677632e-17  -1,1293080510378986e-16
-171,0  5,530796801112993e-33  -543,2768601251603  -7,259837470957851e-17  -1,6132972157684507e-17
-169,5  9,369820463062011e-33  -538,7831400906496  2,6095671697755923e-30  9,67978329461048e-17
-168,0  7,580445027407808e-33  -534,3044942911338  8,469810382784117e-17  -2,0166215197107408e-17
-166,5  5,156654664567113e-33  -530,0243313672593  -4,436567343363104e-17  -5,646540255189472e-17
-165,0  3,810556325472702e-33  -525,3156120951721  -4,839891647305166e-17  3,8315808874500754e-17
-163,5  6,153011441238205e-33  -521,190759843689  7,461499622928878e-17  2,4199458236527213e-17
-162,0  5,409810621088646e-33  -517,3723897029149  -4,0332430394213646e-17  -6,15069563511686e-17
-160,5  8,914343079440941e-33  -512,4283735387202  -8,873134686726399e-17  3,226594431536481e-17
-159,0  1,0947724256320719e-32  -507,84810083494693  4,839891647305144e-17  9,276458990668427e-17
-157,5  1,4640344473534394e-32  -503,58211979236853  7,25983747095786e-17  -9,67978329461048e-17
-156,0  1,5876640229077292e-32  -498,63717387017897  -8,066486078842435e-17  -9,679783294610172e-17
-154,5  3,702380446862697e-32  -494,2244677198012  -1,0486431902495104e-16  1,613297215768386e-16
-153,0  4,066762353759554e-32  -489,8046598507994  1,935956658922084e-16  5,646540255189855e-17
-151,5  4,6849102315310055e-32  -484,9124173706223  9,679783294609902e-17  -1,935956658922125e-16
