1842.422  1.9594E-16  0  -3.115219E-8  -2.917717E-8
1835.085  1.539348E-13  0  -6.78766E-7  9.793468E-7
1827.805  5.330381E-13  0  -1.21779E-6  1.842451E-6
1820.584  9.200098E-13  0  -1.567466E-6  2.428031E-6
1813.419  1.089211E-12  0  -1.676459E-6  2.645785E-6
1806.311  9.398636E-13  0  -1.530388E-6  2.461133E-6
1799.258  5.575293E-13  0  -1.153675E-6  1.9007E-6
1792.26  1.666206E-13  0  -6.055E-7  1.048489E-6
1785.316  2.265659E-16  0  2.949132E-8  3.328986E-8
1778.425  1.627272E-13  0  6.542518E-7  -9.907787E-7
1771.588  5.661491E-13  0  1.174166E-6  -1.867667E-6
1764.803  9.789942E-13  0  1.511381E-6  -2.463173E-6
1758.07  1.16053E-12  0  1.616456E-6  -2.685477E-6
1751.388  1.002671E-12  0  1.47561E-6  -2.4993E-6
1744.757  5.958564E-13  0  1.112475E-6  -1.931487E-6
1738.175  1.788562E-13  0  5.841713E-7  -1.067153E-6
1731.643  2.592206E-16  0  -2.766992E-8  -3.692406E-8
1725.16  1.719756E-13  0  -6.295167E-7  1.002801E-6
1718.726  6.010499E-13  0  -1.130235E-6  1.893592E-6
1712.339  1.041255E-12  0  -1.454887E-6  2.49913E-6
1705.999  1.235926E-12  0  -1.555947E-6  2.726062E-6
1699.707  1.069201E-12  0  -1.420246E-6  2.538395E-6
1693.46  6.36594E-13  0  -1.070642E-6  1.96319E-6
1687.259  1.919763E-13  0  -5.622039E-7  1.086674E-6
1681.104  3.10926E-16  0  2.645091E-8  4.13175E-8
1674.993  1.815301E-13  0  6.053106E-7  -1.014186E-6
1668.927  6.375145E-13  0  1.086733E-6  -1.919008E-6
1662.904  1.106555E-12  0  1.398716E-6  -2.534689E-6
1656.925  1.315167E-12  0  1.495664E-6  -2.766328E-6
1650.988  1.139227E-12  0  1.365039E-6  -2.577201E-6
1645.094  6.795224E-13  0  1.028935E-6  -1.994579E-6
1639.242  2.05817E-13  0  5.40378E-7  -1.105804E-6
1633.431  3.653014E-16  0  -2.50296E-8  -4.520074E-8
1627.661  1.91621E-13  0  -5.808061E-7  1.026225E-6
1621.932  6.760728E-13  0  -1.042818E-6  1.945223E-6
1616.243  1.175686E-12  0  -1.342016E-6  2.571174E-6
1610.594  1.399179E-12  0  -1.434756E-6  2.807603E-6
1604.984  1.21362E-12  0  -1.30915E-6  2.617045E-6
1599.414  7.252897E-13  0  -9.865411E-7  2.026972E-6
1593.881  2.207093E-13  0  -5.179139E-7  1.125845E-6
1588.387  4.440595E-16  0  2.414997E-8  4.985393E-8
1582.931  2.020496E-13  0  5.56712E-7  -1.037662E-6
1577.512  7.164208E-13  0  9.991675E-7  -1.971007E-6
1572.13  1.248327E-12  0  1.285446E-6  -2.607374E-6
1566.784  1.487659E-12  0  1.373877E-6  -2.848695E-6
1561.475  1.292095E-12  0  1.25324E-6  -2.656746E-6
1556.202  7.736348E-13  0  9.441392E-7  -2.059193E-6
1550.964  2.364654E-13  0  4.955201E-7  -1.145618E-6
1545.761  5.283974E-16  0  -2.306541E-8  -5.409325E-8
1540.593  2.130696E-13  0  -5.322409E-7  1.049687E-6
1535.46  7.59137E-13  0  -9.549554E-7  1.997556E-6
1530.36  1.325334E-12  0  -1.228145E-6  2.64449E-6
1525.294  1.581591E-12  0  -1.312138E-6  2.890801E-6
1520.262  1.375566E-12  0  -1.196404E-6  2.697488E-6
1515.263  8.25221E-13  0  -9.008185E-7  2.092408E-6
1510.297  2.534137E-13  0  -4.722868E-7  1.166269E-6
1505.363  6.444093E-16  0  2.268087E-8  5.903688E-8
1500.461  2.245235E-13  0  5.082923E-7  -1.061212E-6
1495.591  8.040155E-13  0  9.110797E-7  -2.023805E-6
1490.753  1.40654E-12  0  1.171016E-6  -2.681476E-6
1485.945  1.680858E-12  0  1.250459E-6  -2.932889E-6
1481.169  1.463921E-12  0  1.13959E-6  -2.738248E-6
1476.423  8.799126E-13  0  8.575629E-7  -2.12559E-6
1471.708  2.714238E-13  0  4.492421E-7  -1.186757E-6
1467.023  7.683551E-16  0  -2.192054E-8  -6.362976E-8
1462.367  2.366238E-13  0  -4.837442E-7  1.073308E-6
1457.741  8.515899E-13  0  -8.663781E-7  2.050847E-6
1453.144  1.492776E-12  0  -1.112868E-6  2.719439E-6
1448.576  1.786447E-12  0  -1.187634E-6  2.976072E-6
