Directory,rmsT,rmsW,TBDrms
s4467,4.885285857032969e-15,164765050228144.4,0.8049243696128806
s7988,1.1018806264998848e-14,40498216136260.234,0.4462419976835017
s11693,7.193852857075373e-15,155064343843927.1,1.115510072992153
s7878,2.8366400972634795e-14,114059325545012.08,3.2354525630780993
s12342,8.051999219663594e-15,232684736086715.34,1.8735773133978613
s9316,6.545299029270977e-15,184446673393065.94,1.2072586323118955
s13964,1.839791662862352e-14,168709840117875.16,3.103909572917071
s4645,8.589615242173778e-15,174936951200144.72,1.5026411024481734
s12422,7.271476669740253e-15,114886078294150.05,0.8353914379938642
s14232,5.6447459227725566e-15,110938091700315.3,0.6262173408055228
s7968,5.331095242300252e-15,115062482059838.31,0.6134090506764621
s16725,5.515225916337109e-15,54913311958468.67,0.3028593212652509
s5595,2.625295194971483e-14,137034689229721.8,3.5975651117919907
s3097,1.3911101206568712e-14,52223160981539.99,0.726481677741133
s4763,1.0819874893127805e-14,186875442458108.34,2.0219689079946366
s16621,8.273222699232106e-15,100180616101519.0,0.8288165471541444
s13194,8.627388370341268e-15,54730278262969.7,0.4721793661914863
s2680,1.0687544753860315e-14,81184003543577.11,0.8676576711695347
s1530,6.670734537117224e-15,127163348736956.81,0.8482729422750998
s18928,1.1567355376447197e-14,148942325667304.78,1.7228688115882473
s7976,6.297161969463632e-15,46141026946788.02,0.2905575201213102
s8584,2.132994147617579e-14,102968482544434.62,2.196311706563419
s15590,6.504650599751216e-15,195934008224668.56,1.27448226411025
s11122,4.893150012477316e-15,111704700202939.34,0.5465878551917875
s3526,7.209947651682561e-15,110526799260560.3,0.7968924367766665
s7303,6.278008834837547e-15,55082573804797.08,0.3458088849921073
s565,7.307221121551632e-15,103018669594597.9,0.7527801983757947
s13592,6.295667692368151e-15,153342275493787.53,0.9653920097004547
s17215,7.394044976643365e-15,114388110870489.75,0.845790836569669
s2109,5.502561284444734e-15,112576300377809.27,0.6194579920049543
s13892,6.546300269928119e-15,38617177315927.26,0.25279963828711666
s5930,4.857092536129993e-15,122021156972713.97,0.5926680507821153
s17669,7.296981424865417e-15,160176147752801.47,1.1688023748586907
s5203,1.766364300057823e-14,158812136041578.5,2.8052008751977056
s16768,7.003864587176677e-15,179485122624935.88,1.2570894942778519
s10164,9.165424007116346e-15,86128761056381.34,0.789406614289345
s5466,5.730541620907802e-15,133021658856199.16,0.7622861525576482
s9649,1.656851053360824e-14,149939116129254.5,2.4842678249874623
s16610,1.1936254100630087e-14,241795669568437.8,2.8861345524008635
s3358,7.977815369573853e-15,91424740050089.05,0.7293696963308945
s1826,4.633864800568971e-15,84257444955495.22,0.3904376083651469
s1727,5.522385031163727e-15,52725091058708.51,0.29116825362935633
s413,7.937808447899053e-15,129916080068826.12,1.0312489578882578
s1689,1.4187837486044379e-14,222751924240829.16,3.1603681008325535
s18085,4.823127271108258e-15,135009053666429.22,0.6511658485850731
s12049,8.080349158499425e-15,161083210537329.72,1.3016085847136978
s137,5.475646727294398e-15,164234941278969.75,0.8992925187215784
s13232,7.16709222640432e-15,125546713369335.83,0.8998048734399782
s15359,4.599885440067195e-15,54739774428495.68,0.25179669138619987
s7259,5.214180316834178e-15,179247796566847.9,0.9346303326947553
s13897,2.3780199651392075e-14,216467678618674.62,5.147644615625458
s1628,7.942725693890206e-15,146965445222721.53,1.167306217884524
s17833,1.184098765079738e-14,179308798353845.28,2.1231932669871996
s11354,9.110982918500262e-15,177440112430411.0,1.6166538334102405
s7989,1.2458043325541925e-14,331400123870735.2,4.12859710127158
s16276,6.037550087919577e-15,125678224857282.39,0.7587885775366616
s2072,8.502381297711542e-15,29760351483835.23,0.25303385586948257
s6492,9.368895491135007e-15,76684064226789.45,0.7184449835762751
s10278,4.856914697372681e-15,57779940396800.29,0.28063224172653684
s14291,1.088570029955483e-14,132821003951789.61,1.4458496425051692
s15355,1.5821085289059114e-14,148695899588436.78,2.3525305095220284
s4519,1.3341930589954215e-14,59344166539237.48,0.7917657508851899
s17204,1.2538668951939628e-14,244540544816586.22,3.0662129367821307
s9751,1.1472475822794874e-14,183029132593724.1,2.099797298548617
s10695,5.964259205337932e-15,208274432838495.47,1.2422027032935334
s19310,2.24431648684448e-14,159742723376967.75,3.5851322772836585
s8351,8.277296838584695e-15,31046094044298.473,0.25697773608327484
s5804,1.7398721483918335e-14,147755459737159.97,2.5707560916951557
s4995,6.638648500547114e-15,186200187592462.2,1.2361175961622903
s14749,6.847050291644505e-15,133763320427021.83,0.9158841821411772
s2458,1.4284945165252002e-14,116566864092481.44,1.6651512616464799
s3716,6.658489152996363e-15,122178276526239.19,0.8135227289817537
s678,5.964703247108344e-15,147441265477922.84,0.8794433949539298
s8432,1.139279540289931e-14,138422770643650.4,1.5770223050455658
s19627,1.0305308203186427e-14,139892153966651.84,1.4416317618339558
s5458,2.441070268402384e-14,252445233271611.22,6.162365533392345
s3885,2.0440151725421567e-14,115207404337415.61,2.3548568245487655
s9707,5.24961454480444e-15,48175280111582.125,0.2529016511737896
s6650,1.4921611027785973e-14,248791188383627.47,3.712365340201113
s16835,9.866508673703234e-15,25474188883923.816,0.2513413055787888
s17800,1.1982386496141883e-14,130058933597273.02,1.558416409638578
s14436,5.36868869105122e-15,187523648437749.97,1.006756090672413
s15971,6.244393269074848e-15,140894804000384.06,0.8798025657476183
s8330,8.867372069948133e-15,92067586926589.08,0.8163975488603579
s16574,9.183765193433584e-15,212499950744300.6,1.9515496512518589
s9381,6.899814639220423e-15,163106378737646.88,1.1254037797642467
s10155,9.282828503416116e-15,55792996565388.98,0.5179168188081903
s3279,2.683344400654759e-14,159066581636793.75,4.268304211663836
s14449,1.083945969997404e-14,115217061277323.38,1.2488906924649863
s10925,5.307891143998137e-15,153340589166102.28,0.8139151552502111
s9929,5.296677290602239e-15,180417758106551.6,0.9556146421843398
s5430,8.100697709288328e-15,115856946866299.16,0.938522104084969
s3787,8.279368086380374e-15,82920410136117.03,0.6865285973905391
s866,3.264961502607811e-14,252304664547502.84,8.237650166759746
s1453,6.387570082050816e-15,172090154394620.88,1.099237921626586
s10384,1.757338564423268e-14,134695639594341.78,2.367058419187945
s17715,1.5876939088515103e-14,109019938689861.12,1.7309029260125761
s5771,1.4898572868409213e-14,48559111733564.21,0.7234614645877312
s9340,6.338246681665887e-15,39868865500982.836,0.25269870446338805
s5924,6.302253832212624e-15,142795670608994.7,0.8999345623189083
s11412,9.888853233873401e-15,158618919911729.38,1.568559219122611
s3054,8.517882353507647e-15,63492331725046.72,0.5408202119838292
s13084,5.15508886857693e-15,117506778743864.73,0.6057578870848292
s5293,6.207685419606456e-15,151364309109022.6,0.9396220147048843
s16243,5.262104817979595e-15,59327487503282.34,0.31218745782964624
s16917,8.414542966406527e-15,146166787704761.72,1.2299267154033389
s17872,9.896496600093094e-15,108504692888621.17,1.0738163242663847
s7964,5.490317225373524e-15,112060068414507.03,0.6152453238927036
s14625,9.50857287954429e-15,26543598072395.277,0.2523917367567018
s1084,8.165006495218146e-15,133767620003665.34,1.0922134861798003
s1299,7.382695636910772e-15,125677813755135.3,0.927841047266522
s13751,6.344093596049991e-15,122839274766191.86,0.779303856387623
s19316,9.19686713753986e-15,110690797511783.78,1.018008558064203
s7148,6.5882881721564814e-15,149050672460123.66,0.9819887824210025
s16228,1.013022853149153e-14,176943872169891.3,1.792481862328023
s9521,6.396440956140257e-15,39085179954505.7,0.25000604583911246
s12078,8.885985180510695e-15,131993534798326.61,1.172892594141153
s17216,5.896886065256589e-15,124253840993290.73,0.7327107435079441
s18815,8.291403752314418e-15,132502111965152.81,1.0986285083374532
s3602,9.292185943408034e-15,209349367109527.62,1.9453132463165208
s19470,6.149476251307189e-15,50917294375947.84,0.31311469254570834
s7128,1.4315989901836845e-14,136942728098362.0,1.9604707125861391
s6587,9.295321614156354e-15,155499777017916.03,1.4454204383111284
s13810,7.687841339124205e-15,115723470109918.73,0.8896636774179376
s6153,2.2274606280131516e-14,69215082561343.84,1.541738712700731
s10144,3.1844986381997845e-14,146654566359594.28,4.6702126685790795
s11839,1.062226220931456e-14,102289291139632.33,1.0865436716900911
s19638,4.540204174071983e-15,98825415969835.11,0.44868756609064536
s7335,9.607552652853064e-15,165199823528290.22,1.5871660027900827
s6992,7.982118685528586e-15,116874292805054.67,0.9329044764571661
s7291,1.0955614456002423e-14,114409463869167.17,1.2534259762685347
s16377,6.298287114858966e-15,60339137991210.5,0.3800332153317382
s10961,5.5872237587326305e-15,121170068225388.03,0.6770042840361418
s1981,6.498673665297296e-15,98851903627751.73,0.6424062628701764
s3208,1.5199350538333368e-14,232036164000579.94,3.5267989942150244
s1067,1.0951081511343428e-14,100534847406578.86,1.1009653086799185
s18297,7.531643428238374e-15,162907999762504.4,1.226964965818725
s6874,2.0801381340953816e-14,236488436705866.9,4.919286154644757
s19659,5.3838337256556995e-15,47177260924198.2,0.25399452844775705
s11250,9.141768231435394e-15,27837354530176.53,0.25448264329117193
s13035,1.2747036585822014e-14,206996849177247.03,2.638596409612249
s2379,6.14235066878924e-15,164753758021128.88,1.0119753557666216
s4349,2.274509675117562e-14,130844481043155.7,2.976070380683941
s17046,1.0363010667394535e-14,142409501523979.16,1.4757911834313342
s17100,1.522828806170051e-14,134131228028956.44,2.042588978494586
s16042,6.519589299121577e-15,171820920364789.1,1.1202018337754998
s3101,2.5547261650848914e-14,235393948599120.72,6.013670795888217
s17167,7.736212528554443e-15,102032983547607.53,0.7893488456467908
s15760,9.292831950222234e-15,69140548408851.49,0.6425114973096622
s947,1.1540073698257547e-14,121277853443109.25,1.3995553666999585
s19320,5.640616307405809e-15,44328469133314.41,0.2500398858757083
s18165,1.4303945707141873e-14,162012439643283.22,2.317417140539123
s3665,6.76088850078303e-15,185477922989499.97,1.2539955566888308
s12733,2.16996119254559e-14,74433413529207.55,1.6151761878707827
s11528,1.0463116242405351e-14,158281326059178.12,1.656115913559244
s5781,9.72168484617751e-15,103901783493894.19,1.0101003940834077
s8034,1.0091278029785395e-14,193860924051398.16,1.9563044837137693
s1057,2.8692339036079756e-14,251153329088345.4,7.206176468242918
s9456,4.6639445130975915e-15,122830856682034.45,0.5728763000612512
s9109,1.3653537905629137e-14,154781610464189.2,2.1133165855671305
s2200,1.850152717368354e-14,136293835382180.53,2.5216440989289644
s4593,2.0731723883597764e-14,83309568536685.27,1.7271509717642226
s17287,1.0078125840664047e-14,193380401917767.4,1.9489120256454509
s19625,7.334411246370077e-15,123207634439842.06,0.9036554596742308
s19280,1.6521025013233416e-14,103716820552257.47,1.7135081866368873
s4742,1.7083152823155893e-14,154180453695647.62,2.6338882528262593
s10347,1.5005032181483143e-14,133882753649308.4,2.0089150270534524
s4299,8.401378780806126e-15,201383082364125.1,1.691895554987293
s6312,6.136638065137253e-15,91095749790549.95,0.5590216457369078
s10965,5.613741462279197e-15,52412892522440.52,0.29423242791120763
s14947,4.700468713970882e-15,129732753490307.05,0.609804748958485
s12604,1.0867946906502165e-14,191036556634163.3,2.076175154701081
s2212,3.197729266986539e-14,128054905574581.14,4.094849193370359
s1232,5.53739404303332e-15,102225517865710.4,0.566062973675581
s9358,1.1143339209355386e-14,244112985545070.56,2.720233803337189
s17532,5.37966095765177e-15,214830212990790.7,1.1557137093505707
s10272,1.1716963460218557e-14,149028899683554.6,1.7461661721087862
s11537,7.564011673844066e-15,33715750166461.39,0.25502632785152396
s10586,6.587591983040995e-15,180265434789713.34,1.1875151330401148
s7451,8.38357231054087e-15,130764491819695.69,1.096273572821549
s14647,7.903771280886018e-15,110492848331953.03,0.8733102013893849
s7547,5.245797411119027e-15,75571384048824.56,0.3964321707980056
s12635,2.5347884978133264e-14,114615833000632.73,2.9052689515729693
s9049,9.858679542249711e-15,25361573675340.887,0.25003162755234204
s17205,1.772142914404262e-14,260785295587401.78,4.621488137560351
s15320,6.2431720640658984e-15,46148629547889.06,0.28811383478830704
s8971,8.039915561672583e-15,112679596422042.58,0.9059344407565665
s6672,1.087171801341796e-14,125939268503760.8,1.3691762139890173
s17442,9.946254530284392e-15,259310823719282.38,2.5791714551696896
s2453,8.867590150751194e-15,106222238433922.06,0.9419352753273922
s416,1.2110030258917581e-14,145174186922189.38,1.7580637964414703
s3100,1.0371466187732772e-14,127514710477542.53,1.322514508156366
s12016,5.721358851614385e-15,178710743953514.94,1.0224682967970347
s13928,1.8434531003008493e-14,209610515454151.72,3.8640715456961505
s780,5.576010738671506e-15,226173783121473.8,1.2611474434912981
s8029,5.855212479822975e-15,131515972641452.7,0.7700539643062908
s13853,1.5278322869583913e-14,149738485236050.56,2.2877529234388043
s19520,1.1806966358504863e-14,137040120453835.78,1.6180280919638932
s18315,1.2948207747953695e-14,88072266580259.69,1.1403780045143617
s18621,1.1409628702129266e-14,89049440314187.23,1.0160210501172977
s18850,7.694078382213773e-15,88896888369324.67,0.683979627048492
s17543,6.008069681136672e-15,128912736154962.33,0.7745167016050004
s6231,4.9191262353218724e-15,82085728131517.89,0.40379005879724833
s16518,7.065389837107283e-15,108315562590716.0,0.7652916751290026
s1069,9.118045119380962e-15,91290461100371.7,0.8323905432822818
s657,6.2296059656547354e-15,155251567460127.1,0.9671560908268564
s15953,1.4923300909995963e-14,127769247022362.39,1.9067389203583196
s1785,5.19595795530954e-15,125786332009366.61,0.6535804924732754
s9775,8.394568773654443e-15,154822116563948.7,1.2996649051788118
s9857,1.0668068182209984e-14,23516319615544.285,0.2508737010532685
s15495,2.4139237891714528e-14,139965898859250.25,3.378670129291097
s17565,5.941241669815925e-15,227800051733279.84,1.3534151597439856
s10602,5.673966005599124e-15,90133819655598.05,0.5114162286806655
s6633,9.135783385172035e-15,27377268896344.977,0.2501127983146156
s13338,4.854315465831375e-15,137433536125780.22,0.66714573993927
s1748,6.479994514918413e-15,153353393510619.8,0.9937291487929413
s14313,6.171455705567821e-15,127259397867298.73,0.7853757370552661
s6886,8.956043823232143e-15,129033910090125.61,1.155633353450161
s13265,7.462335972591449e-15,139033210759565.2,1.037512530035992
s12734,1.4933430321122294e-14,197211541071613.0,2.9450448071140802
s6573,5.477007238914291e-15,127729677304550.17,0.6995763672212076
s16965,1.0516518738129637e-14,82170209606367.02,0.8641445490413986
s15701,5.9396595449606785e-15,141660538998497.66,0.8414153726067011
s8061,7.979561165029938e-15,113014062531686.84,0.9018026244801133
s8515,4.953394597262299e-15,89293855816819.72,0.4423077029717535
s7587,1.2126199919710217e-14,181170207735885.28,2.1969061585007754
s13480,1.432533481225112e-14,222343802567180.9,3.185149415203927
s4094,4.713011740646659e-15,57039757617809.74,0.268829047336377
s8970,1.4049907177966911e-14,211296121060370.38,2.968690887962663
s14941,1.3233138369209904e-14,86323317950289.16,1.1423284109254774
s19359,1.3053729636744705e-14,145437936133812.72,1.8985074972169347
s6667,1.0763252849862503e-14,328386996963306.25,3.534512280923095
s17988,4.908710111758845e-15,54298984444083.05,0.26653797399890666
s3471,1.2354398018751565e-14,162404687620070.53,2.0064121509693664
s16272,1.5261364886638305e-14,101149393870078.52,1.543677807913564
s16723,8.233448370880751e-15,126081111172604.42,1.0380823193829147
s2180,7.657803296606382e-15,32731872389037.492,0.2506542402848707
s1697,5.187299030417793e-15,137447077765073.1,0.7129790932245227
s4089,1.6982726643861514e-14,88351774299509.17,1.5004540314287134
s19278,5.154463183438951e-15,233811272678389.53,1.2051715968937642
s3420,6.199943455200975e-15,109536503849099.22,0.6791201301448191
s5132,2.3003472988537872e-14,111358566462411.14,2.561633775660374
s17630,9.911419228589063e-15,134054790052932.06,1.3286732238151007
s960,6.620468931742939e-15,129139501628436.02,0.8549640583918273
s15543,1.536859006467743e-14,135277494377627.88,2.0790243560664687
s11190,8.751300937554227e-15,133196974529658.0,1.1656468080807825
s15865,1.172497042136786e-14,123715690977805.47,1.4505628173738558
s17941,6.541197931145071e-15,43928357985845.08,0.2873440843756099
s11595,1.828158310073958e-14,79519713325829.88,1.4537462473131475
s2422,6.458886975801178e-15,44197602460844.64,0.28546731889598753
s14839,4.939134586537927e-15,96142949251332.4,0.4748629658990166
s10341,6.43949345562535e-15,199006264140846.5,1.2814995355634309
s442,1.998343896052493e-14,199220736548451.53,3.9811154284867993
s8421,6.951588741731232e-15,275823806464204.8,1.9174136677180202
s11291,8.787353166786731e-15,109293211401828.72,0.9603980473201512
s7294,4.630350835676098e-15,76137306593353.0,0.35254244121065936
s7905,1.579928846157998e-14,71662225975791.44,1.1322121799904588
s8152,6.234182127108744e-15,119041032911058.47,0.7421234797666845
s16101,9.768153671185322e-15,104535187511118.69,1.02111577565478
s5609,5.045537377237255e-15,60757568932474.75,0.3065545849988704
s16274,5.6696724807048315e-15,161297913414847.75,0.914506340883273
s16354,1.7493010602624847e-14,68934824566185.4,1.205877617026365
s12709,1.5757482998290178e-14,88539797804929.73,1.3951643585832303
s11584,8.562313263243945e-15,141485742525541.3,1.2114452497863601
s4799,9.704462754908083e-15,225159126645219.66,2.185048358456166
s4731,9.195230283255129e-15,27541171015971.78,0.25324740976237214
s3149,1.7724918627551103e-14,139123864129081.34,2.4659591708384427
s16211,7.589169528999253e-15,128799800843764.55,0.9774835239046702
s16279,1.576085318240439e-14,140963224175059.88,2.221700680341476
s2106,4.613342262813096e-15,119211935971321.25,0.549965462448265
s15584,9.877683790406434e-15,225704893715251.34,2.229441570066545
s12019,1.774200884751053e-14,112078953172880.45,1.9885057788129634
s655,5.310094273212479e-15,101620978773813.86,0.5396169774250759
s4812,5.345875380369687e-15,116627659524552.34,0.6234769337224426
s1184,6.025062033304019e-15,41516836910943.89,0.25014151781500293
s7328,5.2343713267972236e-15,86247499180829.69,0.45145143672010196
s11802,8.348000169342143e-15,149982350740381.06,1.2520526893790338
s12910,2.507916924362134e-14,140876878802094.94,3.53307508599087
s16187,6.279463128493756e-15,52824146644758.945,0.33170728114991094
s929,4.96647666857382e-15,120642904021880.92,0.5991701680536623
s19647,4.580173994214578e-15,155040404959062.34,0.7101120308459943
s7387,7.81686010131191e-15,110347966769076.3,0.8625746186980849
s7514,9.488253019742381e-15,77814609036468.4,0.7383246991703442
s1562,6.124959949375643e-15,82220129534689.53,0.5035950004324508
s643,5.86530451426878e-15,43825717970789.06,0.25705118145513944
s13111,1.7235709668446283e-14,71232785604149.28,1.227747611547797
s1287,1.4237278720594693e-14,63709790615925.3,0.9070540462296567
s4928,4.9519879842931094e-15,158276141903609.28,0.7837815529069443
s16462,9.20348740616124e-15,114203802915942.95,1.0510732618726013
s5890,8.286631073738526e-15,31469432050484.098,0.2607755735024446
s5021,4.51108210598103e-15,85982921110344.98,0.3878760168408558
s10689,1.7945508944403512e-14,124409574823447.33,2.232593137763612
s11652,1.7002500246406344e-14,159329190028176.6,2.7089945927137955
s15137,2.6966179445379515e-14,124955890348300.94,3.3695829618894493
s10919,2.6417534037533357e-14,104343900402285.98,2.7565085404863803
s8438,8.631255949973199e-15,214208647128181.47,1.8488896600608258
s19430,1.1862380753563543e-14,151833354359794.47,1.8011050605066192
s7036,1.3690276024946493e-14,66737033719249.54,0.9136484127026876
s8410,8.333730681557942e-15,268649624218802.47,2.2388536159412458
s18624,5.826976482086073e-15,147832875099527.56,0.8614186864841149
s2868,6.978457548988567e-15,106604907164860.4,0.7439378191638455
s12710,9.63756500353586e-15,101041522764808.42,0.9737942437020894
s18664,1.3087736697571278e-14,138626594186064.56,1.8143083639882784
s4134,6.2491927673081324e-15,51965901088449.31,0.3247449332285873
s16613,1.0252524572620164e-14,114061176092718.36,1.1694150106725505
s10973,5.21731547857434e-15,170950159805687.62,0.891900914818971
s5010,1.7892892081427352e-14,114860518333422.67,2.05518685895674
s14845,2.5376501842563852e-14,95641567637714.42,2.4270484173841553
s6015,1.5545296332704638e-14,123855353389719.03,1.9253681708350363
s98,6.8870171234040415e-15,113896527670543.81,0.7844073363632975
s10688,6.484457200160392e-15,192689718246375.5,1.249488230879587
s18822,8.912697549917386e-15,28228689641193.863,0.25159377300244684
s1244,5.1645357370375426e-15,262986827646425.25,1.358204869750096
s242,8.258509801110013e-15,132567207445109.75,1.0948075819912233
s2866,6.203930781794307e-15,50678113730596.39,0.3144035097365197
s19719,4.608542174644907e-15,116235301205493.56,0.535675287788071
s10003,1.2383605788634584e-14,59797244918087.97,0.7405055083120341
s11790,4.6747784148023565e-15,117092084980279.75,0.547379551410015
s16233,7.973626671192417e-15,173481219877643.94,1.3832744817673777
s3118,7.618059208915148e-15,33383234626914.68,0.2543154579729424
s7426,5.661983535417287e-15,133057118246694.39,0.7533672127828547
s9450,8.784298547106388e-15,105717405449777.84,0.9286532510963404
s5642,4.909133861641242e-15,84638432176683.36,0.4155013933947819
s4898,6.923496857398267e-15,93293848864558.95,0.6459196694283628
s18207,5.7353356922774105e-15,134037821212546.7,0.7687519001154173
s2250,6.2301968713544946e-15,41212503564756.04,0.256762010769829
s6544,1.835821744444449e-14,154315102826787.88,2.832950212655982
s5952,7.723783699027569e-15,163292590745317.94,1.2612366505706667
s1678,8.149122913050152e-15,179717327224196.1,1.4645385891548282
s15692,5.192755872288631e-15,72940247442034.97,0.3787608982308129
s3377,9.203012562627353e-15,151120390912647.12,1.3907628560382481
s12520,1.1359596527586512e-14,105209869083983.48,1.1951416635142502
s5254,1.723053883413028e-14,109223767875493.97,1.88198437398873
s586,1.3778497545318438e-14,159612891339221.84,2.199225831518647
s14125,5.805880391470904e-15,55818201295924.54,0.3240738003911841
s18493,1.7211794650368376e-14,97899310224192.05,1.6850228239915028
s4513,5.412132172437422e-15,68162344278824.38,0.36890361642018127
s6323,9.867216430013525e-15,145217401440897.66,1.432891529421495
s4935,1.7770637959993747e-14,52539881546188.62,0.9336672134182744
s9272,5.482030133445751e-15,110679087360068.56,0.6067460920501706
s14648,6.882519422876338e-15,36917016798848.445,0.25408208515272646
s8295,4.6404384185016325e-15,131602845379126.94,0.6106948996814306
s7817,1.4037487818800337e-14,186493128785861.84,2.617895023621498
s6326,6.221658927695692e-15,71071146613153.22,0.44218043382729416
s14121,1.0493227400155785e-14,144829264391306.28,1.5197264054552617
s11280,1.2576663414078e-14,170548247051200.0,2.1449278990239633
s12656,1.2911980865895341e-14,161398376493088.88,2.0839727490653357
s4329,8.53754796589772e-15,153064069596049.72,1.3067918360317814
s12779,8.999276016877549e-15,148023378466030.6,1.3321032397665378
s3632,2.1179355343471932e-14,312991045401413.0,6.628948569881282
s5315,1.7165217005105663e-14,214727081204335.97,3.6858369457453724
s7003,7.140826954454867e-15,133329924701178.3,0.9520859201416119
s10761,9.357677613543853e-15,27190851001161.023,0.254443217706771
