Directory,rmsT,rmsW,TBDrms
s10725,2.1454483375682208e-14,1.8979530808124768e-08,4.0719602820116114e-22
s4632,1.8295534602653227e-14,1.529000375729996e-08,2.7973879281637926e-22
s1041,7.678022531357086e-15,6.557153271302863e-09,5.0345970558625213e-23
s19215,1.5685440995048914e-14,2.0642182950311528e-08,3.2378174267611616e-22
s7806,8.429807763628643e-15,3.1432679353702206e-08,2.6497144444748864e-22
s9627,5.868456587611248e-15,3.4426229462598366e-08,2.020288330764018e-22
s11596,1.4609906370029084e-14,2.5973623378400968e-08,3.7947220564883664e-22
s14385,7.0967114029193035e-15,2.1116411189488133e-08,1.498570760771732e-22
s9673,1.0688584004903363e-14,4.679886190281194e-09,5.0021356678207705e-23
s8391,7.818437967520251e-15,2.652631946093347e-08,2.0739438321193356e-22
s7560,1.299619734465818e-14,2.3829204416000323e-08,3.096890431565404e-22
s1970,2.687328664364761e-14,2.5454523642230157e-08,6.840467102151559e-22
s19311,6.436009313351481e-15,2.7561439640757163e-08,1.7738568221728779e-22
s12482,6.4248182391466636e-15,1.2743188363361152e-08,8.187266902180426e-23
s9928,1.4943000450745466e-14,3.0680923556479445e-08,4.584650545337596e-22
s5551,6.8857174031426174e-15,1.9386268121900047e-08,1.334883637889561e-22
s7791,1.928438571682556e-14,2.6984212141957967e-08,5.203739552101651e-22
s7660,1.6963735705645474e-14,3.4319730088693136e-08,5.821908307136791e-22
s7489,1.3469874203764672e-14,1.8667173303997514e-08,2.5144447614472065e-22
s10479,1.2261887164239732e-14,2.5337231115100992e-08,3.106822689876324e-22
s4363,1.1263220140371822e-14,3.7163847708804915e-08,4.185845980075227e-22
s16646,4.725789315255693e-15,2.5519005186949975e-08,1.205974420484428e-22
s5005,5.943238461351117e-15,2.877919418052542e-08,1.7104161374039093e-22
s3898,8.548651914039785e-15,7.533820514774177e-08,6.440400916365647e-22
s14184,8.114564822538142e-15,2.816475978941951e-08,2.2854476902246035e-22
s7012,9.305994486936333e-15,6.602809815959722e-08,6.144571174561028e-22
s19399,5.982857487110789e-15,2.3394552394848347e-08,1.3996627295312408e-22
s129,1.7625684240237104e-14,4.200799771737836e-08,7.40419703331112e-22
s4247,1.2011561934242994e-14,2.1565306553892268e-08,2.5903301530301335e-22
s2548,1.334492957372645e-14,2.7403471874000642e-08,3.6569740223413215e-22
s11869,1.307199223959301e-14,2.70197211378526e-08,3.532015850299764e-22
s1536,1.2319908630391916e-14,3.1789709213029566e-08,3.9164631289125236e-22
s6609,2.1920919329557736e-14,1.8987322991355215e-08,4.1621957557775455e-22
s15575,6.319389431953907e-15,1.3581045974195484e-08,8.58239184042111e-23
s16491,5.382135669272897e-15,1.6365462464080742e-08,8.808113927207568e-23
s2492,2.4557745263469467e-14,4.2116953325247696e-08,1.0342974110348662e-21
s4568,2.424963011945454e-14,4.210817163452579e-08,1.0211075871437578e-21
s19260,9.846242033581231e-15,1.3272577847012473e-08,1.3068501389123328e-22
s1200,7.963763505309663e-15,3.502667804006765e-08,2.7894418028772213e-22
s7843,1.117116395021992e-14,4.597977492361532e-09,5.136476040659173e-23
s5998,6.079864838785273e-15,1.3079743876922986e-08,7.952307489762104e-23
s13901,1.12482197249271e-14,3.5965008237421853e-08,4.0454231506333414e-22
s9984,9.81373977911905e-15,2.4969473809908812e-08,2.450439183919734e-22
s7728,6.172095729862587e-15,1.6475450050616278e-08,1.0168805490497307e-22
s19468,7.642343658302313e-15,4.6032308131952186e-08,3.517947181292428e-22
s11692,1.0157167881831929e-14,2.278419246820559e-08,2.314228679515348e-22
s5730,9.523885312003987e-15,5.5872591669977416e-09,5.321241551492942e-23
s15525,5.906283280819561e-15,3.5380298462511646e-08,2.0896606527953854e-22
s19555,6.19702950464832e-15,8.683671546945127e-09,5.381296878509407e-23
s7213,1.1757424670568885e-14,2.2803113515511176e-08,2.681058894130539e-22
s2062,1.1899437323955502e-14,5.5451240299033496e-08,6.598385584739447e-22
s14180,1.5675198594775575e-14,1.8005195639708932e-08,2.8223501739022474e-22
s5107,1.1584584107040719e-14,3.612207882014523e-08,4.184592602131266e-22
s5618,7.593815365973638e-15,2.0837448425949722e-08,1.582357360446602e-22
s5600,2.7920024592018865e-14,3.922833681079699e-08,1.095256128461451e-21
s17647,1.0932921274473228e-14,2.987890091136992e-08,3.2666367143179367e-22
s19308,1.0846026874492279e-14,3.110467787805111e-08,3.373621721877678e-22
s6186,7.424334494640497e-15,6.8976803175547005e-09,5.121068591462418e-23
s14747,6.386977318940196e-15,1.8808568090416662e-08,1.2012989779523354e-22
s2915,2.224969926087175e-14,2.719636677751126e-08,6.051109817879893e-22
s8531,7.25421836570011e-15,7.103414071638948e-09,5.152971681765585e-23
s12667,6.288427544761026e-15,1.1803562670418262e-08,7.422584862297121e-23
s2224,7.16424187579605e-15,7.579857649384401e-09,5.430393358429274e-23
s12521,2.5651556457660088e-14,1.88792715044081e-08,4.842826988748177e-22
s17170,4.930049178883071e-15,1.1440792238881657e-08,5.640366838307032e-23
s9974,6.190237620249906e-15,3.606730932018469e-08,2.2326521501499736e-22
s19564,1.8505684121926366e-14,2.9044125812693512e-08,5.37481417887194e-22
s17026,8.155008371574037e-15,2.7157594956411894e-08,2.2147041422135583e-22
s4596,1.1311841494256365e-14,2.0728998609232377e-08,2.3448314660229726e-22
s9769,1.687704686981637e-14,2.5458920376600696e-08,4.296713924508129e-22
s13755,2.1248969198012516e-14,1.2849690494419747e-08,2.730426775199194e-22
s5023,7.47411579934963e-15,1.7318705193864378e-08,1.2944200811374026e-22
s6652,8.376980975062407e-15,6.297148868743418e-09,5.275109627059937e-23
s16240,6.556419340158775e-15,3.5963570731515394e-08,2.357922506852756e-22
s13393,1.182359981708443e-14,2.997487417777034e-08,3.5441091684541423e-22
s9897,1.1276019120441629e-14,1.8300472454702586e-08,2.0635647731234171e-22
s2066,2.3319037124015528e-14,4.539471659717709e-08,1.0585610815637363e-21
s9477,2.2916945610443388e-14,1.1577315089706921e-08,2.6531670022577905e-22
s2009,9.304737900070623e-15,5.526036051419131e-09,5.14183170847962e-23
s19217,6.760052357766568e-15,4.651704677321935e-08,3.144576717156392e-22
s10653,9.873978249957053e-15,2.0776124578715958e-08,2.0514300220863951e-22
s3388,8.303242712217977e-15,8.752736271808594e-09,7.267609366086066e-23
s2739,1.678550931440814e-14,4.3386173725576934e-08,7.282590231872014e-22
s17724,1.272335411584561e-14,1.4485680414845957e-08,1.8430644152705445e-22
s15944,1.720872215054013e-14,2.6634484027257958e-08,4.583454352480814e-22
s5122,2.3034292568016014e-14,3.746119006847621e-08,8.628920119833369e-22
s9209,6.708740921401349e-15,3.215971745128881e-08,2.157512124861663e-22
s9451,8.962835615176066e-15,5.08860044488137e-09,4.560828929878352e-23
s17363,7.130004119685743e-15,1.4636542248271521e-08,1.0435860652813036e-22
s16500,8.702454952254391e-15,4.751852863035854e-08,4.1352785480310574e-22
s17905,8.561165016418749e-15,2.112767710955784e-08,1.8087753014853777e-22
s9190,2.5149741510684144e-14,3.016213429444133e-08,7.585698809157409e-22
s273,5.832230126427567e-15,2.0917226099251288e-08,1.2199407621735035e-22
s6943,5.0226246578346954e-15,1.501352964558355e-08,7.540732419904014e-23
s3589,7.539501816593127e-15,2.1806122072240567e-08,1.6440729697650925e-22
s6536,8.183711565409732e-15,2.2852561931563353e-08,1.870187753785772e-22
s14932,1.913084703212286e-14,3.294249378719275e-08,6.302178094994421e-22
s10480,8.85182059673865e-15,2.3019511523527824e-08,2.037645862308263e-22
s6571,1.2674155152831642e-14,1.1165619549661509e-08,1.4151479454990012e-22
s7497,5.537414016881151e-15,1.4550343105907783e-08,8.057127386508378e-23
s12393,8.345664832832926e-15,2.3799178097284157e-08,1.98619963696832e-22
s4261,1.0161443621545853e-14,2.9181845205843558e-08,2.9652967483185745e-22
s17826,1.2184540937689712e-14,3.000520031236425e-08,3.6559959154958233e-22
s4578,4.565158135163352e-15,4.290752984491744e-08,1.9587965893128917e-22
s12003,1.4352981851949346e-14,3.3255678293135246e-08,4.77318147015636e-22
s11775,2.3240201438579147e-14,5.7805428108514236e-08,1.343409793485176e-21
s12214,7.42455735626199e-15,3.0927220021073836e-08,2.2962091891619684e-22
s14809,4.5766104011022895e-15,1.153512943069288e-08,5.279179333057016e-23
s306,1.0029553964606259e-14,1.772567174743828e-08,1.7778058134982877e-22
s18853,1.2579066118236715e-14,1.6589808388390765e-08,2.0868429660644552e-22
s10570,7.468519370160412e-15,1.3179504156809994e-08,9.84313820842451e-23
s7187,1.532931279743458e-14,1.768606742764747e-08,2.711152597549272e-22
s17142,4.934291985827611e-15,2.591165816403307e-08,1.2785568721829295e-22
s3974,1.1784199325203943e-14,2.3805100698942633e-08,2.805240515928917e-22
s6137,1.0985324226208159e-14,1.7515121543659816e-08,1.9240928901854662e-22
s16527,9.173193003859494e-15,2.615696943189175e-08,2.3994292899479604e-22
s14771,8.003463214878433e-15,2.7148402921436e-08,2.172812441244112e-22
s16750,2.2731819626772518e-14,1.8636983467482888e-08,4.236525465699624e-22
s2497,6.051672300449945e-15,8.485986585716617e-09,5.1354409962771055e-23
s5451,6.8949951026201316e-15,3.164000853558716e-08,2.181577038997326e-22
s19591,5.6584348767085274e-15,2.6245842430952544e-08,1.485103901798984e-22
s1612,1.398789648613297e-14,2.245185780362612e-08,3.140542628784989e-22
s16949,5.177909400172092e-15,1.7856098589497737e-08,9.245726073695998e-23
s789,1.0168164002193933e-14,2.3839377062416816e-08,2.424026956807944e-22
s19692,4.634664090661451e-15,2.9417625346098568e-08,1.3634081182409516e-22
s13736,8.239315271855148e-15,4.4748318312530686e-08,3.686955024622695e-22
s11168,2.1490164125064223e-14,2.1735490223549068e-08,4.670992522427983e-22
s19717,1.319322142404833e-14,2.5615244685159574e-08,3.3794759496248737e-22
s18498,8.341226606154449e-15,3.7019117609017936e-08,3.0878484873670106e-22
s3220,6.143147387272767e-15,1.6537638817731576e-08,1.0159315269480841e-22
s803,1.3643250335071116e-14,3.2778003539562285e-08,4.471985077740953e-22
s14590,1.1003501573177047e-14,1.972381507025971e-08,2.170310301546559e-22
s15712,2.911714742989876e-14,2.3748325019311163e-08,6.9148348080043645e-22
s9573,1.0808015187089117e-14,2.6181721092876514e-08,2.829724391959408e-22
s11057,2.0240465272839098e-14,2.707369485442279e-08,5.47984180508387e-22
s2348,7.482406699044553e-15,6.2445810239854265e-09,4.672449488659505e-23
s2782,1.0075485085788586e-14,2.478207664589452e-08,2.4969144364057986e-22
s15538,5.689118829358937e-15,2.2838914795924967e-08,1.2993330020762116e-22
s17012,1.9188999144868305e-14,3.0405322518559774e-08,5.834477078080885e-22
s10460,1.25017004522715e-14,2.238915460230556e-08,2.7990250421761996e-22
s14743,7.53534069951534e-15,1.7042204683140135e-08,1.2841881855833677e-22
s16771,8.60034409528245e-15,1.7387851404024113e-08,1.4954150515224744e-22
s12949,5.432712645382643e-15,1.945087264241259e-08,1.0567100176816218e-22
s1151,1.4397621467806886e-14,1.7084947801918897e-08,2.459826112492676e-22
s16170,1.0772805093223787e-14,3.184448568074051e-08,3.4305443753257333e-22
s17728,9.074002348517767e-15,2.5904718895896202e-08,2.350594800990547e-22
s15827,7.164177228639281e-15,7.052746752792013e-09,5.0527127685712173e-23
s19843,9.071615324389049e-15,2.856666871207534e-08,2.5914582965520783e-22
s7772,5.903921857958455e-15,1.4356331886721423e-08,8.475866162612056e-23
s13112,4.793065103715898e-15,1.097724250507544e-08,5.261463798610398e-23
s17610,6.5885612463295435e-15,2.6459001465399516e-08,1.7432675167150786e-22
s16884,5.080043472552363e-15,2.0826779891379428e-08,1.0580094724148687e-22
s13918,4.789981140027698e-15,1.2943075605276871e-08,6.19970880432288e-23
s3537,6.289986138831041e-15,3.457497589418589e-08,2.174761191248466e-22
s18718,1.5546503610991006e-14,1.5180257846675774e-08,2.359999334291195e-22
s13613,7.370804972738357e-15,6.221336915824065e-09,4.585626107623673e-23
s5106,1.44065175177727e-14,1.7356192224087197e-08,2.500422873181425e-22
s16019,6.45746212232851e-15,1.3549021675501006e-08,8.749229426415572e-23
s13214,2.1565013698579522e-14,2.0735140793660397e-08,4.471535952572616e-22
s3343,5.15985543387695e-15,3.122781729414479e-08,1.6113102275330958e-22
s1857,7.370512496512555e-15,6.595504435324798e-09,4.86122478613654e-23
s12937,8.012552228607844e-15,2.787129803888558e-08,2.2332023121566607e-22
s11264,8.873257990981663e-15,2.9005776316537238e-08,2.573757364853407e-22
s6978,5.268096677842434e-15,2.6167890691876044e-08,1.3785497802001614e-22
s3136,8.873372750496578e-15,2.0982404952937968e-08,1.861847003492842e-22
s9605,4.795201717225585e-15,1.1538130897451449e-08,5.532766509303277e-23
s6037,5.340786946349635e-15,2.5042185076850442e-08,1.3374497516651447e-22
s18531,3.2037051830826225e-14,4.604562579216647e-08,1.4751661000864661e-21
s18605,8.644605872528396e-15,6.032302195562624e-09,5.2146874984626594e-23
s737,9.161704577781623e-15,1.193389474329065e-08,1.0933481810037e-22
s8839,6.000798548550745e-15,3.322551238603772e-08,1.9937960650098996e-22
s11334,9.305246144261196e-15,3.364071827064087e-08,3.130351639780581e-22
s10551,7.651830620585831e-15,2.0873594915724267e-08,1.5972121273784368e-22
s15644,4.5477866266257535e-15,2.4142326865642284e-08,1.0979415125519563e-22
s9457,8.495557565450507e-15,3.5591946274539394e-08,3.0237342844177114e-22
s10874,8.995516105880282e-15,2.9995345700834166e-08,2.698236153533006e-22
s12907,6.736459893499659e-15,1.3031597269799386e-08,8.778683235624322e-23
s5001,8.81595035994481e-15,1.9350101583985195e-08,1.7058953502430292e-22
s6451,5.8806184244741145e-15,1.528599229027748e-08,8.989108789857501e-23
s8267,2.1259849214865466e-14,3.731788139699523e-08,7.933725315183517e-22
s11653,1.438287530595055e-14,3.2867731263352824e-08,4.727324803502961e-22
s8010,5.765600124465286e-15,9.208187796488899e-09,5.309072870553612e-23
s9131,1.1125376453834566e-14,3.0810490871634e-08,3.4277830967436176e-22
s7836,5.3461803010225495e-15,1.4772838645968916e-08,7.897825895926365e-23
s17983,7.252278262030063e-15,6.583393631298359e-09,4.7744602522652247e-23
s544,5.912070453973717e-15,9.390991331442902e-09,5.552020238414688e-23
s12731,7.401753573133465e-15,2.485047060990702e-08,1.8393705963092742e-22
s19922,1.0904439322058842e-14,2.951804475955918e-08,3.2187772798643006e-22
s5559,7.73229028152707e-15,2.4707605572821524e-08,1.9104637845053195e-22
s8619,1.1306918540418943e-14,3.675306629504073e-08,4.155639267086426e-22
s1979,5.395020372912343e-15,1.0437581850320288e-08,5.631096672641806e-23
s17111,1.422490632953339e-14,1.500939967521348e-08,2.135073044424406e-22
s7858,9.282761124827602e-15,9.873918097582747e-09,9.165722306597283e-23
s1401,6.642458807841947e-15,3.685855298338582e-08,2.448314199088002e-22
s10041,5.296810916382713e-15,9.75045829443023e-09,5.1646333933672415e-23
s4375,7.44050323731817e-15,1.7663830000151232e-08,1.3142778429956306e-22
s9447,9.919842223649091e-15,1.9716814116160925e-08,1.9558768518533358e-22
s4569,2.377929355581485e-14,4.681727024726596e-08,1.1132816126916538e-21
s15746,9.521923933022471e-15,1.2108884046119017e-08,1.1529987280093465e-22
s13947,8.686160008024153e-15,2.459550006563758e-08,2.1364044904749658e-22
s5885,9.551259139238424e-15,2.2213284469770335e-08,2.1216483630439685e-22
s4213,1.498112103402116e-14,1.9068228721773357e-08,2.8566344238528525e-22
s179,5.611832285826218e-15,1.0984549624459042e-08,6.164345022779951e-23
s16062,1.0449655269192294e-14,3.312116788578718e-08,3.461047865195186e-22
s7376,9.679616946903397e-15,5.5259153030113515e-08,5.34887434141815e-22
s19178,5.389188117973992e-15,3.5195199462714226e-08,1.8967355075418413e-22
s9009,4.9070978722411025e-15,1.7786560281666008e-08,8.728039211265137e-23
s10151,1.3564216137824354e-14,3.760227287919607e-08,5.100453566068663e-22
s9139,1.8652754988750844e-14,2.524347514591425e-08,4.708603569613599e-22
s10064,9.083415671277595e-15,4.1023891549126324e-08,3.726370593941265e-22
s19557,4.9081459937130206e-15,1.2176523872254393e-08,5.976415686095635e-23
s19979,2.1271661056244515e-14,2.0789078894043534e-08,4.422182399056207e-22
s10277,5.352031289979819e-15,9.875113058983968e-09,5.285191408377052e-23
s8659,1.1450552983901704e-14,3.081541548035216e-08,3.5285354767871714e-22
s17663,9.526739295805182e-15,1.6957424244614754e-08,1.615489599068109e-22
s2004,1.0026736561810106e-14,2.015185891973236e-08,2.0205738061891958e-22
s4584,5.175927214491264e-15,2.965161610316362e-08,1.5347460674201198e-22
s811,1.1681976860089343e-14,2.2140039605687894e-08,2.5863943035510755e-22
s7536,1.0598958546190192e-14,5.68766412869741e-08,6.028331632471681e-22
s2540,1.0128304936024776e-14,1.9579930290719973e-08,1.9831150461052013e-22
s12402,1.1991714317694701e-14,2.5014819267216883e-08,2.9997056636122997e-22
s6262,7.248385011763291e-15,2.5569595459928928e-08,1.8533827248859954e-22
s16104,6.682181080545379e-15,1.4500256509747521e-08,9.689333971248986e-23
s14841,7.099878691015188e-15,2.6560300443491897e-08,1.8857491114570938e-22
s18980,5.498777398253327e-15,8.634095269454732e-09,4.747696792204365e-23
s126,7.465359290974681e-15,2.241819189708713e-08,1.6735985716577273e-22
s15071,1.273018123161879e-14,3.192435871063738e-08,4.064028720896218e-22
s2699,4.519747753560633e-15,3.295622139128813e-08,1.489538075991214e-22
s10000,7.741545906294084e-15,6.124784772382261e-09,4.741530248156824e-23
s107,7.294507525633772e-15,6.488044899368953e-09,4.732709234509664e-23
s5162,1.817671025199681e-14,1.1198006584868813e-08,2.0354292109311274e-22
s7181,5.547373101393938e-15,2.8578613265635663e-08,1.5853623050492724e-22
s8841,8.232337678223546e-15,1.9313460909572622e-08,1.589949319427723e-22
s2706,7.424899612280589e-15,1.8490350326238427e-08,1.3728899496821995e-22
s10208,1.1673499967248193e-14,1.681570058702908e-08,1.962980802519394e-22
s6215,6.442286501736388e-15,1.8908876454237837e-08,1.2181639954413741e-22
s11201,1.2793606438633761e-14,2.7071076854872656e-08,3.463367031512482e-22
s15838,4.6360025684565786e-15,2.6275746060948376e-08,1.218144262266695e-22
s19678,4.9498166025069316e-15,2.0872811247112817e-08,1.0331658765195243e-22
s3025,1.1533452768273736e-14,1.8242506126406957e-08,2.103990827838589e-22
s14622,1.3661794845471641e-14,3.232425099935829e-08,4.416072856867646e-22
s10273,4.817128658954613e-15,1.2124999004140316e-08,5.840768019264046e-23
s13974,5.9383095657868494e-15,3.851295088331686e-08,2.287018246370796e-22
s11610,5.747555133557985e-15,1.1837082017503476e-08,6.803428151604901e-23
s10388,4.942682078038545e-15,2.8842176871002965e-08,1.425577107119242e-22
s15235,6.106367125778855e-15,1.4234614880014882e-08,8.69217843514454e-23
s14213,6.041753176271357e-15,2.914085026375482e-08,1.7606182464028869e-22
s5375,8.176096672667579e-15,2.5028805134756562e-08,2.0463793038312835e-22
s19921,7.493218174800616e-15,3.4604099098488477e-08,2.5929606428739547e-22
s193,1.0675968628478287e-14,3.172932391265882e-08,3.387412666943715e-22
s10933,7.835519805584307e-15,2.269076760816191e-08,1.777939589976635e-22
s3091,5.691838025181043e-15,1.1709734901875058e-08,6.664991437928206e-23
s6228,1.8835853408717125e-14,2.043788690530937e-08,3.849650417323466e-22
s14613,7.475261475440956e-15,3.2232334701460284e-08,2.4094512985734473e-22
s7061,5.591705302287533e-15,2.9124675383361934e-08,1.628566017685481e-22
s5472,2.4480832848044584e-14,2.7045984322246972e-08,6.621082214037625e-22
s10091,5.120073975529046e-15,2.042648308176444e-08,1.0458510443852645e-22
s17871,4.518012088142028e-15,2.234936732930823e-08,1.009747117561411e-22
s14078,9.640748060690215e-15,5.0000016546378625e-09,4.820375625539784e-23
s11084,1.129164814270324e-14,3.503776157473471e-08,3.9563407540983213e-22
s13572,5.238231427739856e-15,1.0153809299952568e-08,5.318800298628878e-23
s3032,4.5783361207290314e-15,2.307743013032513e-08,1.0565623193926803e-22
s5285,9.33618916755217e-15,2.8652079552406092e-08,2.6750123474501677e-22
s18340,1.9090474994346622e-14,1.8311225195045228e-08,3.4956998670186075e-22
s13942,9.203943012558113e-15,2.6335463311353263e-08,2.423901035270104e-22
s173,1.0272424276726736e-14,2.7902096616586508e-08,2.8662217465579815e-22
s19417,1.1396121208454891e-14,1.9492595194098617e-08,2.2213997749929316e-22
s19495,4.581003755376096e-15,2.974039771303126e-08,1.3624087360977485e-22
s18461,7.352770005988254e-15,4.263717091811377e-08,3.135013114669016e-22
s18500,1.4306922322836958e-14,1.287622197085725e-08,1.8421910754866126e-22
s10518,5.92686984665424e-15,2.246970844374747e-08,1.3317503743835904e-22
s2589,7.607699431349581e-15,2.493987978122503e-08,1.8973510922955257e-22
s17762,1.0764832883889669e-14,4.52469111243651e-09,4.8707543676599867e-23
s12888,1.6844554117170445e-14,3.4398431244807527e-08,5.794262366489271e-22
s12186,2.019510861088332e-14,2.664315838429933e-08,5.380614773078915e-22
s1473,5.3828518488869535e-15,2.0626116248468442e-08,1.110273279834256e-22
s10996,1.656099084673117e-14,1.874851532956112e-08,3.104939907626607e-22
s6103,9.015682844735302e-15,2.424285297373431e-08,2.185658736627366e-22
s4386,1.7746461169509876e-14,2.777732620161891e-08,4.929492408298392e-22
s3262,1.8519788762383253e-14,2.7574345767564187e-08,5.106710588762055e-22
s7395,8.632440953139969e-15,2.3445284527837776e-08,2.0239003431612569e-22
s5714,6.728559491556081e-15,2.2708689136024636e-08,1.5279676582699502e-22
s18533,6.961973232918187e-15,1.65508917485519e-08,1.152268653343448e-22
s9080,1.2583605463579372e-14,2.668975901378281e-08,3.358533973474542e-22
s16337,6.942702429341009e-15,6.6400983402947e-09,4.610022687822721e-23
s8243,1.0353453237449663e-14,3.030435850471408e-08,3.1375475866946718e-22
s16608,6.31745196840309e-15,1.8008387991926558e-08,1.13767126167363e-22
s10513,7.243684999264422e-15,3.758210754438867e-08,2.7223294866003046e-22
s16358,1.445744635836096e-14,3.8031660745733203e-08,5.4984069515082e-22
s12462,5.7205598057147214e-15,1.9829040962390432e-08,1.1343321471532147e-22
s17730,9.262794046211819e-15,2.7599743061544927e-08,2.5565073570745433e-22
s10512,8.57633256340382e-15,1.8778244041224908e-08,1.6104846585430092e-22
s2709,1.031832332196818e-14,3.594303953430321e-08,3.7087190308922516e-22
s9808,6.677509618898446e-15,2.4184603263146168e-08,1.6149292091890128e-22
s17387,6.587321642599354e-15,1.528955590290583e-08,1.0071722250494428e-22
s3468,5.439357786204956e-15,1.890014683017226e-08,1.0280466082111441e-22
s17732,4.578054534612693e-15,2.255034045586126e-08,1.0323668838101571e-22
s6,1.9753062514789964e-14,3.162525815887988e-08,6.246957014587256e-22
s15119,1.075518133516752e-14,4.239959073412286e-09,4.560152868823799e-23
s2121,4.84306596367882e-15,2.4960327278567694e-08,1.2088451148511517e-22
s19987,6.24424217271816e-15,1.8488711056163838e-08,1.1544798929609876e-22
s13923,6.079936560154639e-15,1.0023295078002112e-08,6.094099819796308e-23
s11742,2.0367176141882193e-14,3.2439090020253265e-08,6.60692660324871e-22
s13754,5.730706467466541e-15,1.608694720246757e-08,9.218957237497367e-23
s4785,5.301932473914091e-15,3.1278145384619556e-08,1.6583461473852058e-22
s14065,1.1615963850409316e-14,4.437277320625668e-08,5.154325295062887e-22
s11013,8.599543493991536e-15,5.1309333743006225e-09,4.4123684717070956e-23
s19737,7.662179354497979e-15,3.0583691909103504e-08,2.3433773273025974e-22
s18786,1.0085507110128976e-14,2.6487510179702587e-08,2.671399722470041e-22
s1646,5.368964358350321e-15,8.849271740724402e-09,4.7511424573306016e-23
s2055,6.134224205140279e-15,2.1519147943856585e-08,1.3200327819119972e-22
s10065,5.500017844044586e-15,2.6110682990208027e-08,1.436092223663356e-22
s4377,1.129342432554277e-14,1.62126461531019e-08,1.8309629244685844e-22
s4474,9.860901106013411e-15,3.388687561654966e-08,3.341551292465734e-22
s5788,1.888938255395838e-14,5.30404074004992e-08,1.0019005462058344e-21
s8758,7.30452864654064e-15,2.410451888373248e-08,1.760721486973037e-22
s9817,6.504901923401694e-15,3.260166057358902e-08,2.1207060457122838e-22
s13430,1.865746546713107e-14,2.9247633090452634e-08,5.4568670438044e-22
s5150,5.757032289971717e-15,1.8629043995830462e-08,1.072480078152997e-22
s17180,1.511940408258737e-14,2.8934307302008878e-08,4.374694839488305e-22
s10751,1.1298862438470581e-14,2.43904182548169e-08,2.7558398067793785e-22
s14875,1.3842044211868376e-14,2.2298162105309907e-08,3.086521457051078e-22
s5118,1.1302363424606358e-14,2.3239813472518486e-08,2.6266481778646703e-22
s1474,9.74900609745747e-15,1.6438414239906072e-08,1.60258200657376e-22
s9384,5.276096859845384e-15,1.594171649597688e-08,8.411004034496897e-23
s6883,1.834754659186608e-14,3.09664235035322e-08,5.681578980145139e-22
s5037,7.864143358681425e-15,1.9946211940851878e-08,1.5685987016550242e-22
s8714,7.294458222366105e-15,1.701143972198061e-08,1.2408923635428683e-22
s4260,1.0024522924702447e-14,2.884508907604657e-08,2.89158256707913e-22
s14224,8.893311461205625e-15,2.049225460853605e-08,1.8224400277603745e-22
s231,7.265389203012435e-15,2.381733559564244e-08,1.7304221288110433e-22
s14448,4.705752996325874e-15,1.6271311730256843e-08,7.656877392880847e-23
s11491,7.191175666012157e-15,1.9746212753105065e-08,1.4199848464602806e-22
s8866,5.195690758627612e-15,1.1314058160696285e-08,5.8784347428105e-23
s8240,1.3609853066428266e-14,8.634541703113856e-09,1.1751484387532685e-22
s666,4.5731642676751665e-15,1.4102588581330908e-08,6.449345418186633e-23
s5782,2.374386061279857e-14,3.6028528249026826e-08,8.554563528291687e-22
s3159,7.666423998903039e-15,2.942632754331442e-08,2.2559470367764717e-22
s18235,9.85467955430075e-15,2.083651232798528e-08,2.0533715202153204e-22
s18879,1.4569581730485874e-14,1.1480394348568992e-08,1.6726454375968407e-22
s13634,2.1041352854310745e-14,3.429428144460752e-08,7.215980767610284e-22
s5586,9.702443196297752e-15,3.4273162306819776e-08,3.325334104394121e-22
s9585,7.477030540401707e-15,1.5443401978832978e-08,1.1547078824343432e-22
s7846,1.6084250630305595e-14,2.4028021974844225e-08,3.864727275938849e-22
s12454,8.308668098742152e-15,3.8766210870893725e-08,3.220955795721059e-22
s10776,1.4913248427206814e-14,1.7698110706377213e-08,2.6393632165641207e-22
s10309,1.4442609242910982e-14,3.657040831242452e-08,5.28172117110051e-22
s4254,6.598179038186578e-15,2.9521235680024376e-08,1.9478639844530253e-22
s13697,4.565812802516174e-15,3.619632470628411e-08,1.6526564274798447e-22
s4810,7.120715428490978e-15,1.799550758176005e-08,1.2814088848096515e-22
s4240,4.920150232064807e-15,1.4376894259682575e-08,7.073647962814842e-23
s18431,4.964283093074095e-15,1.0228477590112736e-08,5.077705836848392e-23
s10474,2.4485070968856045e-14,3.171309440506693e-08,7.764973671500954e-22
s6651,4.926054443739282e-15,3.878444857252926e-08,1.9105430523868542e-22
s2716,1.1433323515004333e-14,2.4123164455811702e-08,2.7580794342894865e-22
s1764,6.914866928330555e-15,6.084045469542309e-08,4.2070364807797455e-22
s6159,1.2686328256555949e-14,4.186046588586685e-08,5.31055611200469e-22
s1576,1.3618032385486533e-14,2.3772860545541802e-08,3.237395848048433e-22
s3218,1.3223515604327207e-14,4.70363761161649e-08,6.219862535431101e-22
s4026,1.7288788870770357e-14,3.20262151785178e-08,5.536944725512552e-22
s18790,4.761109081960905e-15,1.291881433571729e-08,6.150788426195032e-23
s16039,8.640610044277635e-15,2.8669256451142442e-08,2.477198652537128e-22
s9943,1.0273497835569861e-14,1.8066831538406214e-08,1.8560955470542155e-22
s2154,7.627085637403265e-15,2.94405849334821e-08,2.2454586250291227e-22
